Part No,Description,Customer Name,U/M,Ship Qty,Unit Price,Unit Cost,Invoice Date,Year,Product Code,Salesperson,Type,Channel ,Month, Extended price
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",ARIANA HALAL MEAT and KABOB HOUSE(2474939 ON INC.),CS /8,5,48.001,35.38433143,2/23/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,240.01
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",ARIANA HALAL MEAT and KABOB HOUSE(2474939 ON INC.),CS /24,1,48.001,35.38285714,2/23/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,48
AF-157,"ASHOKA FRZ VEG. OKRA CUT, 908g",ARIANA HALAL MEAT and KABOB HOUSE(2474939 ON INC.),CS /12,1,50,30.35714286,2/23/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,50
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /8,7,48,37.30285714,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,336
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /24,10,44,32.43428571,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,440
AF-103,"ASHOKA FRZ PARATHA PLAIN, 350g (5 Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /24,5,44,28.91428571,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,220
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /24,10,45.6,36.80571429,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,456
AF-105,"ASHOKA FRZ PARATHA METHI, 400g (5 Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /24,10,44,32.43428571,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,440
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",ASIAN FOOD CENTER - DISTRIBUTION WAREHOUSE,CS /24,5,44,31.55428571,2/10/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,220
AP-013,"ASHOKA PICKLE MANGO IN OLIVE OIL, 300g",ASIAN FOOD CENTER (GORE) Brampton,CS /12,1,27,18.67695652,2/22/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",ASIAN FOOD CENTER (GORE) Brampton,CS/ 20,0.5,39,25.02782609,2/22/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AG-006,"ASHOKA RTE TADKA DAL, 280g",ASIAN FOOD CENTER (GORE) Brampton,CS /20,0.5,39,24.63782609,2/22/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",ASIAN FOOD CENTER (GORE) Brampton,CS / 20,0.5,39,25.02782609,2/22/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AG-010,"ASHOKA RTE PALAK TOFU (PANEER), 280g",ASIAN FOOD CENTER (Pertosa),CS /20,0.5,39,24.63782609,2/11/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AF-203,"ASHOKA FRZ PUNJABI DAHI VADA/ BHALLA (WITHOUT DAHI), 260g (10 Pcs)",ASIAN FOOD CENTER (Pertosa),CS /12,6,23.335,20.70147857,2/11/2022,2022,ADFF-AFS,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,140.01
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",ASIAN FOOD CENTER (Pertosa),CS /6,1,15,9.626086957,2/11/2022,2022,ADFD-GEN,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,15
AP-030,"ASHOKA PICKLE CARROT IN OIL, 500g",ASIAN FOOD CENTER (Pertosa),CS /12,1,22.502,16.68913043,2/11/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,22.5
AG-026,"ASHOKA RTE SHAHI METHI MATAR, 280g",ASIAN FOOD CENTER (Pertosa),CS /20,0.5,39,24.63782609,2/11/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AG-020,"ASHOKA RTE MATAR PANEER, 280g",ASIAN FOOD CENTER (Pertosa),CS /20,0.5,39,22.68782609,2/11/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",ASIAN FOOD CENTER (Pertosa),CS /24,1,48.001,33.94285714,2/11/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,48
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",ASIAN FOOD CENTER (Pertosa),CS /24,1,59.4,44.97428571,2/11/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,59.4
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",ASIAN FOOD CENTER (Pertosa),CS /24,1,48.001,32.98285714,2/11/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,48
AP-017,"ASHOKA PICKLE MANGO (HOT) IN OIL, 500g",ASIAN FOOD CENTER (Pertosa),CS /12,2,22.502,16.91413043,2/11/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,45
AP-028,"ASHOKA PICKLE MIXED IN OIL, 500g",ASIAN FOOD CENTER (Pertosa),CS /12,1,22.502,18.71413043,2/11/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,22.5
AP-029,"ASHOKA PICKLE GARLIC IN OIL, 500g",ASIAN FOOD CENTER (Pertosa),CS /12,1,22.502,16.68913043,2/11/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,22.5
AP-034,"ASHOKA PICKLE RAJASTHANI SWEET LIME, 575g",ASIAN FOOD CENTER (Pertosa),CS /12,1,27,16.78695652,2/11/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",ASIAN FOOD CENTRE - NORTH PARK (Brampton),CS /6,5,12,9.620869565,2/11/2022,2022,ADFD-GEN,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,60
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",ASIAN FOOD CENTRE (WESTMORE),CS /6,50,12,9.620869565,2/25/2022,2022,ADFD-GEN,AZIZ UL HUQ,Dry,Ethnic,22-Feb,600
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",ASIAN FOOD CENTRE (WESTMORE),CS /6,30,12,9.620869565,2/10/2022,2022,ADFD-GEN,AZIZ UL HUQ,Dry,Ethnic,22-Feb,360
AG-016,"ASHOKA RTE ALOO MATAR, 280g",ASIAN FOOD CENTRE (WESTMORE),CS /20,1,39,25.02782609,2/25/2022,2022,ADFD-RTE,AZIZ UL HUQ,Dry,Ethnic,22-Feb,39
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",ASIAN FOOD CENTRE (WESTMORE),CS / 20,1,39,25.02782609,2/25/2022,2022,ADFD-RTE,AZIZ UL HUQ,Dry,Ethnic,22-Feb,39
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",ASIAN FOOD CENTRE (WESTMORE),CS /20,1,39,25.02782609,2/25/2022,2022,ADFD-RTE,AZIZ UL HUQ,Dry,Ethnic,22-Feb,39
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",ASIAN HALAL MARKET,CS /8,3,54,47.90571429,2/18/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,162
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",BABA BAZAR AND ALHAFIZ HALAL MT,CS /20,0.5,39,25.02782609,2/16/2022,2022,ADFD-RTE,AZIZ UL HUQ,Dry,Ethnic,22-Feb,19.5
AG-004,"ASHOKA RTE PAV BHAJI, 280g",BABA BAZAR AND ALHAFIZ HALAL MT,CS /20,0.5,39,25.02782609,2/16/2022,2022,ADFD-RTE,AZIZ UL HUQ,Dry,Ethnic,22-Feb,19.5
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",BABA BAZAR AND ALHAFIZ HALAL MT,CS /24,2,54,34.40571429,2/16/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,108
AF-148,"ASHOKA FRZ VEG. METHI LEAVES, 310g",BABA BAZAR AND ALHAFIZ HALAL MT,CS /24,1,33,23.99571429,2/16/2022,2022,ADFF-AFV,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,33
AF-112,"ASHOKA FRZ PHULKA ROTI, 624g (24 Pcs)",BABA BAZAR AND ALHAFIZ HALAL MT,CS /12,0.75,57.6,34.97142857,2/16/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,43.2
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",BABA BAZAR AND ALHAFIZ HALAL MT,CS /24,2,54,37.64571429,2/16/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,108
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /6,5,12,9.620869565,2/25/2022,2022,ADFD-GEN,ABDUL BASIT FAROOQUI,Dry,Ethnic,22-Feb,60
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,1,48.001,35.38285714,2/25/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,48
AF-161,"ASHOKA FRZ VEG. GREEN CHANA, 310g",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,2,36,21.85714286,2/25/2022,2022,ADFF-AFV,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,72
AF-103,"ASHOKA FRZ PARATHA PLAIN, 350g (5 Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,2,48.001,29.14285714,2/25/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,96
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,1,52.364,35.9788,2/4/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,52.36
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,1,48.001,37.30285714,2/25/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,48
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /8,6,52.364,35.98109048,2/4/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,314.18
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",BATALA SUPERMARKET 2259574 ONTARIO INC.,CS /24,5,52.364,36.50518857,2/4/2022,2022,ADFF-AFB,ABDUL BASIT FAROOQUI,Frozen ,Ethnic,22-Feb,261.82
AP-035,CAMEL PICKLE MANGO SLICE IN MUSTARD AND VINEGAR 450g,BERRIES MARKET,CS /12,1,24,15.16173913,2/22/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,24
AP-036,CAMEL PICKLE MANGO SLICE WITH  LEMON IN MUSTARD AND VINEGAR 450g,BERRIES MARKET,CS /12,1,24,13.72173913,2/22/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,24
AP-037,"CAMEL PICKLE MANGO SLICE EXTRA HOT IN MUSTARD AND VINEGAR, 450g",BERRIES MARKET,CS /12,1,24,15.16173913,2/22/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,24
AP-038,"CAMEL PICKLE MANGO SLICE WITH GREEN CHILI IN MUSTARD AND VINEGAR, 450g",BERRIES MARKET,CS /12,1,24,13.72173913,2/22/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,24
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",BEST ASIAN GROCERS,CS /6,10,15,9.626086957,2/12/2022,2022,ADFD-GEN,AZIZ UL HUQ,Dry,Ethnic,22-Feb,150
AP-015,"ASHOKA PICKLE GARLIC IN OLIVE OIL, 300g",BEST ASIAN GROCERS,CS /12,1,27,16.78695652,2/12/2022,2022,ADFD-PI,AZIZ UL HUQ,Dry,Ethnic,22-Feb,27
AP-014,"ASHOKA PICKLE LIME IN OLIVE OIL, 300g",BEST ASIAN GROCERS,CS /12,1,27,16.78695652,2/12/2022,2022,ADFD-PI,AZIZ UL HUQ,Dry,Ethnic,22-Feb,27
AP-021,"ASHOKA PICKLE MIXED IN OLIVE OIL, 300g",BEST ASIAN GROCERS,CS /12,1,27,18.67695652,2/12/2022,2022,ADFD-PI,AZIZ UL HUQ,Dry,Ethnic,22-Feb,27
AP-018,"ASHOKA PICKLE GREEN CHILI IN OLIVE OIL, 300 g",BEST ASIAN GROCERS,CS /12,1,27,18.67695652,2/12/2022,2022,ADFD-PI,AZIZ UL HUQ,Dry,Ethnic,22-Feb,27
AP-013,"ASHOKA PICKLE MANGO IN OLIVE OIL, 300g",BEST ASIAN GROCERS,CS /12,1,27,18.67695652,2/12/2022,2022,ADFD-PI,AZIZ UL HUQ,Dry,Ethnic,22-Feb,27
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",BEST ASIAN GROCERS,CS /8,5,54,37.64571429,2/12/2022,2022,ADFF-AFB,AZIZ UL HUQ,Frozen ,Ethnic,22-Feb,270
AG-025,"ASHOKA CAN MANGO PULP ALPH,  850g",BESTCO FOOD MART,CS /6,4,18,14.07130435,2/4/2022,2022,ADFD-GEN,AZIZ UL HUQ,Dry,Ethnic,22-Feb,72
AG-024,"ASHOKA CAN MANGO PULP KESAR,  850g",BESTCO FOOD MART,CS /6,4,15.001,12.47608696,2/4/2022,2022,ADFD-GEN,AZIZ UL HUQ,Dry,Ethnic,22-Feb,60
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS/ 20,0.5,39,25.02782609,2/10/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /20,0.5,39,25.02782609,2/10/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,19.5
AF-149,"ASHOKA FRZ VEG. OKRA CUT (BHINDI), 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,30,22.11428571,2/25/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,30
AF-146,"ASHOKA FRZ VEG GREEN PEAS, 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,36,25.45714286,2/25/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,36
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,60,45.42857143,2/10/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,60
AF-146,"ASHOKA FRZ VEG GREEN PEAS, 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,36,25.45714286,2/10/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,36
AF-161,"ASHOKA FRZ VEG. GREEN CHANA, 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,36,21.85714286,2/10/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,36
AF-149,"ASHOKA FRZ VEG. OKRA CUT (BHINDI), 310g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,30,22.11428571,2/10/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,30
AF-103,"ASHOKA FRZ PARATHA PLAIN, 350g (5 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,29.54571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,33.32571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,37.64571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-105,"ASHOKA FRZ PARATHA METHI, 400g (5 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,34.40571429,2/25/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,37.64571429,2/25/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,36.02571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-109,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 400g (5Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,34.40571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-164,"ASHOKA FRZ PARATHA MULI, 400g (4 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,1,54,36.02571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /8,9,54,36.02571429,2/25/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,486
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /8,5,54,37.64571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,270
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /24,2,54,36.02571429,2/25/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,108
AP-034,"ASHOKA PICKLE RAJASTHANI SWEET LIME, 575g",BESTWAY FOOD MARKET LTD (RED MAPLE),CS /12,1,27,16.78695652,2/10/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AG-030,"ASHOKA RTE ALOO CHOLE, 280g",BHATHAL GROCERY,CS /20,1,39,22.68782609,2/7/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,39
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",BHATHAL GROCERY,CS/ 20,1,39,25.02782609,2/7/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,39
AF-155,"ASHOKA FRZ VEG. PUNJABI TINDA CUT, 310g",BHATHAL GROCERY,CS /24,1,30,22.11428571,2/7/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,30
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",BHATHAL GROCERY,CS /24,1,60,45.42857143,2/7/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,60
AF-149,"ASHOKA FRZ VEG. OKRA CUT (BHINDI), 310g",BHATHAL GROCERY,CS /24,1,30,22.11428571,2/7/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,30
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",BHATHAL GROCERY,CS /24,1,54,33.32571429,2/7/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",BHATHAL GROCERY,CS /24,1,54,37.64571429,2/7/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-170,"ASHOKA FRZ VEG. LILA LASAN, 250 g",BISMILLAH GROCERS LTD 1664943 ONT INC,CS /24,1,50,34.35714286,2/7/2022,2022,ADFF-AFV,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,50
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",BOMBAY BAZAAR AT MARKHAM RD,CS /6,1,15,9.626086957,2/4/2022,2022,ADFD-GEN,EHSEN NAGI,Dry,Ethnic,22-Feb,15
AF-161,"ASHOKA FRZ VEG. GREEN CHANA, 310g",BOMBAY BAZAAR AT MARKHAM RD,CS /24,1,36,21.85714286,2/4/2022,2022,ADFF-AFV,EHSEN NAGI,Frozen ,Ethnic,22-Feb,36
AF-194,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 1200g (15Pc)",BOMBAY BAZAAR AT MARKHAM RD,CS /8,1,54,36.02571429,2/4/2022,2022,ADFF-AFB,EHSEN NAGI,Frozen ,Ethnic,22-Feb,54
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",BOMBAY FOODS,CS /24,1,48.001,35.86285714,2/18/2022,2022,ADFF-AFB,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,48
AF-151,"ASHOKA FRZ VEG. PAPDI LILVA, 310g",BOMBAY FOODS,CS /24,2,44,31.55428571,2/18/2022,2022,ADFF-AFV,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,88
AF-146,"ASHOKA FRZ VEG GREEN PEAS, 310g",BOMBAY FOODS,CS /24,1,36,25.45714286,2/18/2022,2022,ADFF-AFV,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,36
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",BOMBAY FOODS,CS /24,11,54.546,43.48124416,2/18/2022,2022,ADFF-AFV,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,600.01
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,2,48.001,33.94285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,2,48.001,32.98285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,1,48.001,32.02285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-174,"ASHOKA FRZ PARATHA AJWAIN, 350g (5 Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,1,48.001,29.14285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,1,48.001,35.86285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-105,"ASHOKA FRZ PARATHA METHI, 400g (5 Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,2,48.001,32.98285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-109,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 400g (5Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,1,48.001,33.94285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-102,"ASHOKA FRZ PARATHA ALOO PALAK, 400g (4 Pc)",BOMBAY GROCERS (10491667 CANADA INC.),CS /24,1,48.001,35.86285714,2/11/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",BOMBAY SPICES (LONDON),CS /12,1,38,28.77142857,2/22/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,38
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",BOMBAY SPICES (LONDON),CS /12,1,38,28.77142857,2/22/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,38
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",BOMBAY SPICES (LONDON),CS /6,2,15,9.626086957,2/22/2022,2022,ADFD-GEN,TALHA KHAWAJA,Dry,Ethnic,22-Feb,30
AG-020,"ASHOKA RTE MATAR PANEER, 280g",BOMBAY SPICES (LONDON),CS /20,1,39,22.68782609,2/22/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,39
AG-023,"ASHOKA RTE PANEER MAKHANI, 280g",BOMBAY SPICES (LONDON),CS /20,1,39,23.07782609,2/22/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,39
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",BOMBAY SPICES (LONDON),CS / 20,1,39,25.02782609,2/22/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,39
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",BOMBAY SPICES (LONDON),CS /20,1,39,25.02782609,2/22/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,39
AG-006,"ASHOKA RTE TADKA DAL, 280g",BOMBAY SPICES (LONDON),CS /20,1,39,24.63782609,2/22/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,39
