Part No,Description,Customer Name,U/M,Ship Qty,Unit Price,Unit Cost,Invoice Date,Year,Product Code,Salesperson,Type,Channel ,Month, Extended price
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS/ 12,1,54,38.18571429,2/23/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,54
AF-165,"ASHOKA FRZ TIKKI ALOO (JUMBO), 920g (12 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS / 10,1,82.5,53.38928571,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,82.5
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /8,10,48.001,37.30363429,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,480.01
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,38,30.29142857,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,20-Feb,38
AF-123,"ASHOKA FRZ MASALA VEGETABLE BURGER PATTIES, 300g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,60,37.62857143,2/7/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,21-Feb,60
AF-166,"ASHOKA FRZ VEGETABLE CUTLET WITH FRN CHUT, 400g (12 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,66,38.09142857,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,66
AP-002,"ASHOKA CHUTNEY GARLIC WITH OLIVE OIL, 285g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,30,20.15217391,2/23/2022,2022,ADFD-CH,TALHA KHAWAJA,Dry,Ethnic,22-Feb,30
AP-004,"ASHOKA CHUTNEY MINT WITH OLIVE OIL, 285g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,30,20.15217391,2/23/2022,2022,ADFD-CH,TALHA KHAWAJA,Dry,Ethnic,22-Feb,30
AP-021,"ASHOKA PICKLE MIXED IN OLIVE OIL, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,18.67695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-015,"ASHOKA PICKLE GARLIC IN OLIVE OIL, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,16.78695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-014,"ASHOKA PICKLE LIME IN OLIVE OIL, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,16.78695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-013,"ASHOKA PICKLE MANGO IN OLIVE OIL, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,18.67695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-019,"ASHOKA PICKLE CARROT IN OLIVE OIL, 300g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,17.05695652,2/7/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-018,"ASHOKA PICKLE GREEN CHILI IN OLIVE OIL, 300 g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,18.67695652,2/7/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-031,"ASHOKA PICKLE TURMERIC, 500g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,16.78695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AG-028,"ASHOKA RTE DAL PALAK, 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,25.41782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AG-018,"ASHOKA RTE BOMBAY BIRYANI, 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,24.63782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AG-017,"ASHOKA RTE BHINDI MASALA, 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,25.02782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AG-023,"ASHOKA RTE PANEER MAKHANI, 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,23.07782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AG-032,"ASHOKA RTE RAJMA PULAO (MIXED VEGETABLES AND RICE), 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,24.63782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /20,0.5,39,25.02782609,2/23/2022,2022,ADFD-RTE,TALHA KHAWAJA,Dry,Ethnic,22-Feb,19.5
AF-176,"ASHOKA FRZ PUFF PASTRY ALOO MATAR , 390g (6 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,42,30.12,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,42
AF-177,"ASHOKA FRZ PUFF PASTRY CHANA MASALA , 390g (6 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,42,26.76,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,42
AF-178,"ASHOKA FRZ KHAMAN DHOKLA, 275g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,54,25.22571429,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,54
AF-199,"ASHOKA FRZ BAKED DABELI PAV WITH SEV, 315g (4 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /6,2,24,15.53142857,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-200,"ASHOKA FRZ BAKED VADA PAV WITH DRY GARLIC CHUTNEY, 310g (4 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /6,2,24,1.371428571,2/7/2022,2022,ADFF-AFS,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,34.90285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-106,"ASHOKA FRZ TANDOORI ROTI, 300g (5 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.004,30.58604286,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96.01
AF-151,"ASHOKA FRZ VEG. PAPDI LILVA, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,44,31.55428571,2/23/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,44
AF-172,"ASHOKA FRZ VEG. LOTUS ROOT, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,42,24.24,2/23/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,42
AF-155,"ASHOKA FRZ VEG. PUNJABI TINDA CUT, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,30,22.11428571,2/23/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,30
AF-188,"ASHOKA FRZ VEG. KARELA CUT, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,30,20.61428571,2/23/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,30
AF-148,"ASHOKA FRZ VEG. METHI LEAVES, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,33,24.98571429,2/23/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,33
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,6,49.998,44.85564762,2/7/2022,2022,ADFF-AFV,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,299.99
AF-112,"ASHOKA FRZ PHULKA ROTI, 624g (24 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,2,48.004,34.42644286,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96.01
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,33.94285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,32.98285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-103,"ASHOKA FRZ PARATHA PLAIN, 350g (5 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,29.14285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AP-017,"ASHOKA PICKLE MANGO (HOT) IN OIL, 500g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,17.05695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,48.001,35.86285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AP-028,"ASHOKA PICKLE MIXED IN OIL, 500g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,18.94695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,48.001,32.02285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-163,"ASHOKA FRZ PARATHA GREEN PEAS, 400g (4 PC)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,48.001,35.86285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-105,"ASHOKA FRZ PARATHA METHI, 400g (5 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,48.001,33.94285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AF-107,"ASHOKA FRZ PARATHA GOBI, 400g (4Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,36.82285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,36.82285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,32.02285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-105,"ASHOKA FRZ PARATHA METHI, 400g (5 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,32.98285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-108,"ASHOKA FRZ PARATHA ALOO, 400g (4Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,35.86285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-102,"ASHOKA FRZ PARATHA ALOO PALAK, 400g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,35.86285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-163,"ASHOKA FRZ PARATHA GREEN PEAS, 400g (4 PC)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,35.86285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-164,"ASHOKA FRZ PARATHA MULI, 400g (4 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,35.86285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-113,"ASHOKA FRZ PARATHA LACHCHA, 400g (4 Pcs)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,32.98285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-109,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 400g (5Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,2,48.001,33.94285714,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,96
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /8,10,48.001,35.38359429,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,480.01
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /8,10,48.001,37.30363429,2/7/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,480.01
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /24,1,48.001,35.38285714,2/23/2022,2022,ADFF-AFB,TALHA KHAWAJA,Frozen ,Ethnic,22-Feb,48
AP-029,"ASHOKA PICKLE GARLIC IN OIL, 500g",1595645 ONTARIO INC. O/A SUBZI MANDI CASH AND CARRY,CS /12,1,27,16.78695652,2/23/2022,2022,ADFD-PI,TALHA KHAWAJA,Dry,Ethnic,22-Feb,27
AP-030,"ASHOKA PICKLE CARROT IN OIL, 500g",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /12,1,27,16.78695652,2/16/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AP-031,"ASHOKA PICKLE TURMERIC, 500g",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /12,1,27,16.78695652,2/16/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AF-106,"ASHOKA FRZ TANDOORI ROTI, 300g (5 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,31.51542857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,36.12342857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-170,"ASHOKA FRZ VEG. LILA LASAN, 250 g",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,54,34.40571429,2/2/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-111,"ASHOKA FRZ BHATURA, 325g (5 Pcs)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,32.09142857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-103,"ASHOKA FRZ PARATHA PLAIN, 350g (5 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,29.78742857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-101,"ASHOKA FRZ TANDOORI NAAN GARLIC, 340g (4 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,36.12342857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,54,32.24571429,2/16/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-173,"ASHOKA FRZ PARATHA MIXED VEGETABLES, 400g (4 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,32.09142857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-164,"ASHOKA FRZ PARATHA MULI, 400g (4 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,32.09142857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-102,"ASHOKA FRZ PARATHA ALOO PALAK, 400g (4 Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /24,1,57.6,37.85142857,2/2/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,57.6
AF-194,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 1200g (15Pc)",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /8,1,54,36.02571429,2/16/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AP-029,"ASHOKA PICKLE GARLIC IN OIL, 500g",1726097 ONTARIO INC O/A D&G SUBZI MANDI CASH & CARRY,CS /12,1,27,16.78695652,2/16/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AF-104,"ASHOKA FRZ PARATHA PANEER, 300g (3 Pc)",2708950 ONTARIO INC. SUBZI MANDI,CS /24,1,54,35.48571429,2/24/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-149,"ASHOKA FRZ VEG. OKRA CUT (BHINDI), 310g",2708950 ONTARIO INC. SUBZI MANDI,CS /24,2,30,22.11428571,2/10/2022,2022,ADFF-AFV,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,60
AF-110,"ASHOKA FRZ PARATHA MALABARI, 350g (5Pc)",2708950 ONTARIO INC. SUBZI MANDI,CS /24,2,54,33.32571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,108
AF-102,"ASHOKA FRZ PARATHA ALOO PALAK, 400g (4 Pc)",2708950 ONTARIO INC. SUBZI MANDI,CS /24,1,54,36.02571429,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,54
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",2708950 ONTARIO INC. SUBZI MANDI,CS /8,9,48.001,37.30372063,2/10/2022,2022,ADFF-AFB,TARMANROOP SANDHU,Frozen ,Ethnic,22-Feb,432.01
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",A.M.R,CS /6,10,12,9.620869565,2/1/2022,2022,ADFD-GEN,PRAKASH - MONTREAL,Dry,Ethnic,22-Feb,120
AF-149,"ASHOKA FRZ VEG. OKRA CUT (BHINDI), 310g",A.M.R CASH AND CARRY INC.,CS /24,11,28.364,22.0425974,2/1/2022,2022,ADFF-AFV,PRAKASH - MONTREAL,Frozen ,Ethnic,22-Feb,312
AF-145,"ASHOKA FRZ VEG. COCONUT SHRED, 310g",A.M.R CASH AND CARRY INC.,CS /24,11,58.003,43.33632338,2/1/2022,2022,ADFF-AFV,PRAKASH - MONTREAL,Frozen ,Ethnic,22-Feb,638.03
AP-040,ASHOKA PASTE CURRY BIRYANI 2.5Kg,A1 BAGS and SUPPLIES INC.,CS /4,5,38,25.90608696,2/25/2022,2022,ADFD-PA,TARMANROOP SANDHU - FOOD SERVICE,Dry,Ethnic,22-Feb,190
AP-042,ASHOKA PASTE CURRY VINDALOO 2.5Kg,A1 BAGS and SUPPLIES INC.,CS /4,10,38,25.90608696,2/17/2022,2022,ADFD-PA,TARMANROOP SANDHU - FOOD SERVICE,Dry,Ethnic,22-Feb,380
AF-201,"ASHOKA FRZ BAKED PANEER BHURJI PAV, 300g (4 Pcs)",A1 SOUTH ASIAN GROCERY,CS /6,1,24,15.53142857,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,24
AF-202,"ASHOKA FRZ BAKED VEG. KEEMA PAV, 300g (4 Pcs)",A1 SOUTH ASIAN GROCERY,CS /6,1,24,15.53142857,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,24
AG-009,"ASHOKA RTE MATAR TOFU (PANEER), 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,24.21086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AF-199,"ASHOKA FRZ BAKED DABELI PAV WITH SEV, 315g (4 Pcs)",A1 SOUTH ASIAN GROCERY,CS /6,1,24,15.53142857,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,24
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",A1 SOUTH ASIAN GROCERY,CS /12,1,38,29.15142857,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,38
AG-033,"ASHOKA SARSON KA SAAG IN CAN, 850g",A1 SOUTH ASIAN GROCERY,CS /6,5,12,9.620869565,2/18/2022,2022,ADFD-GEN,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,60
AF-128,"ASHOKA FRZ DOSA WRAP - ALOO 65, 200g",A1 SOUTH ASIAN GROCERY,CS /20,1,70,41.8,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,70
AF-129,"ASHOKA FRZ DOSA WRAP - MASALA, 200g",A1 SOUTH ASIAN GROCERY,CS /20,0.5,60,46.62857143,2/18/2022,2022,ADFF-AFS,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,30
AF-123,"ASHOKA FRZ MASALA VEGETABLE BURGER PATTIES, 300g (4 Pc)",A1 SOUTH ASIAN GROCERY,CS /12,1,60,37.62857143,2/18/2022,2022,ADFF-AFV,PRAKASH MANGALAMI,Frozen ,Ethnic,22-Feb,60
AP-030,"ASHOKA PICKLE CARROT IN OIL, 500g",A1 SOUTH ASIAN GROCERY,CS /12,1,27,16.78695652,2/18/2022,2022,ADFD-PI,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,27
AP-018,"ASHOKA PICKLE GREEN CHILI IN OLIVE OIL, 300 g",A1 SOUTH ASIAN GROCERY,CS /12,1,27,18.67695652,2/18/2022,2022,ADFD-PI,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,27
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",A1 SOUTH ASIAN GROCERY,CS / 20,1,35.003,25.26086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-006,"ASHOKA RTE TADKA DAL, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,24.56086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-013,"ASHOKA RTE SHAHI NAVRATAN KORMA, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,24.56086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",A1 SOUTH ASIAN GROCERY,CS /20,2,35.003,25.26447826,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,70.01
AG-017,"ASHOKA RTE BHINDI MASALA, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,25.26086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-018,"ASHOKA RTE BOMBAY BIRYANI, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,24.56086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-019,"ASHOKA RTE NAVRATAN KORMA, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,25.26086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-022,"ASHOKA RTE PALAK PANEER, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,25.26086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
AG-023,"ASHOKA RTE PANEER MAKHANI, 280g",A1 SOUTH ASIAN GROCERY,CS /20,1,35.003,22.81086957,2/18/2022,2022,ADFD-RTE,PRAKASH MANGALAMI,Dry,Ethnic,22-Feb,35
